OriginalVariableNames,Var1,Var2,Var3,Var4,Var5,Var6,Var7,Var8
all_hit_rates_collapsed1,0.52,0.488372093023256,0.609756097560976,0.442307692307692,0.44,0.348837209302326,0.341463414634146,0.442307692307692
all_hit_rates_collapsed2,0.673076923076923,0.725490196078431,0.69811320754717,0.69811320754717,0.75,0.647058823529412,0.622641509433962,0.792452830188679
all_hit_rates_collapsed3,0.723404255319149,0.872727272727273,0.877551020408163,0.884615384615385,0.893617021276596,0.654545454545455,0.877551020408163,0.711538461538462
all_hit_rates_collapsed4,0.958333333333333,0.96,0.977272727272727,0.903846153846154,0.8125,0.82,0.999,0.865384615384615
all_hit_rates_collapsed5,0.829268292682927,0.938775510204082,0.895833333333333,0.803571428571429,0.853658536585366,0.857142857142857,0.999,0.589285714285714
all_hit_rates_collapsed6,0.775510204081633,0.923076923076923,0.82051282051282,0.901960784313726,0.653061224489796,0.730769230769231,0.999,0.705882352941177
all_hit_rates_collapsed7,0.94,0.884615384615385,0.923076923076923,0.793103448275862,0.88,0.788461538461538,0.903846153846154,0.758620689655172
all_hit_rates_collapsed8,0.846153846153846,0.764705882352941,0.888888888888889,0.745454545454545,0.711538461538462,0.784313725490196,0.796296296296296,0.745454545454545
all_hit_rates_collapsed9,0.877551020408163,0.977777777777778,0.914893617021277,0.868421052631579,0.897959183673469,0.977777777777778,0.978723404255319,0.973684210526316
all_hit_rates_collapsed10,0.895833333333333,0.999,0.942307692307692,0.901960784313726,0.999,0.953488372093023,0.980769230769231,0.843137254901961
all_hit_rates_collapsed11,0.678571428571429,0.878048780487805,0.692307692307692,0.863636363636364,0.732142857142857,0.878048780487805,0.903846153846154,0.954545454545455
